NOTA_EI_UNO,VECES_EI_UNO,CREDITOS_EI_UNO,NOTA_EI_DOS,VECES_EI_DOS,CREDITOS_EI_DOS,NOTA_GEO_SAL,VECES_GEO_SAL,CREDITOS_GEO_SAL,NOTA_PDI,VECES_PDI,CREDITOS_PDI,NOTA_PROCC,VECES_PROCC,CREDITOS_PROCC,NOTA_AVAP,VECES_AVAP,CREDITOS_AVAP,NOTA_ECONOMET,VECES_ECONOMET,CREDITOS_ECONOMET,CAR_SIETE,NCC_SIETE,NCA_SIETE,NCP_SIETE,NAC_SIETE,NAA_SIETE,NAP_SIETE,EPA_SIETE,ESTADO SIETE,PROMEDIO_OCHO
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,42,1,2,48,1,3,41,1,3,47,1,2,35,1,2,41,1,2,0,16,16,0,7,7,0,1,1,39.21428571
42,1,2,35,1,2,48,1,3,41,1,3,48,1,2,35,1,2,41,1,2,0,16,16,0,7,7,0,1,1,40.57142857
47,1,2,45,1,2,48,1,3,43,1,3,39,1,2,43,1,2,39,1,2,0,16,16,0,7,7,0,1,1,42.07142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
32,1,2,38,1,2,44,1,3,35,1,3,46,1,2,32,1,2,42,1,2,0,16,16,0,7,7,0,1,1,36.64285714
45,1,2,36,2,2,41,1,3,30,1,3,47,1,2,31,1,2,36,1,2,1,16,16,0,7,7,0,1,1,34.28571429
46,1,2,46,1,2,34,1,3,30,1,3,45,1,2,31,1,2,37,1,2,0,16,16,0,7,7,0,1,1,32.57142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,42,1,2,48,1,3,33,1,3,49,1,2,35,1,2,42,1,2,0,16,16,0,7,7,0,1,1,40.71428571
45,1,2,30,1,2,32,1,3,33,1,3,50,1,2,38,1,2,36,1,2,0,16,16,0,7,7,0,1,1,35.85714286
47,1,2,45,1,2,48,1,3,40,1,3,40,1,2,43,1,2,36,1,2,0,16,16,0,7,7,0,1,1,41.28571429
42,1,2,37,1,2,38,1,3,30,3,3,33,1,2,32,1,2,30,2,2,2,16,16,0,7,7,0,2,3,31.64285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
46,1,2,30,1,2,31,1,3,34,1,3,47,1,2,39,1,2,43,1,2,0,16,16,0,7,7,0,1,1,42.14285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
47,1,2,42,1,2,43,1,3,34,1,3,40,1,2,35,1,2,40,1,2,0,16,16,0,7,7,0,1,1,34.42857143
36,1,2,44,1,2,42,1,3,31,2,3,46,1,2,31,1,2,30,1,2,1,16,16,0,7,7,0,1,1,37.35714286
44,1,2,50,1,2,37,1,3,42,1,3,46,1,2,38,1,2,44,1,2,0,16,16,0,7,7,0,1,1,43.92857143
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,36,1,2,41,1,3,33,1,3,50,1,2,36,1,2,37,1,2,0,16,16,0,7,7,0,1,1,37.71428571
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,36,2,2,46,1,3,34,1,3,30,1,2,34,1,2,31,1,2,1,16,16,0,7,7,0,1,1,34.78571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
36,1,2,33,1,2,44,1,3,39,1,3,48,1,2,38,1,2,39,1,2,0,16,16,0,7,7,0,1,1,36.57142857
7,1,2,38,1,2,44,1,3,32,1,3,47,1,2,38,1,2,38,3,2,1,16,14,2,7,6,1,2,3,33
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
46,1,2,32,1,2,36,1,3,37,1,3,47,1,2,34,1,2,34,1,2,0,16,16,0,7,7,0,1,1,39.35714286
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,2,50,1,2,47,1,3,41,1,3,45,1,2,35,1,2,37,1,2,0,16,16,0,7,7,0,1,1,37.5
45,1,2,30,1,2,37,1,3,32,1,3,50,1,2,38,1,2,33,1,2,0,16,16,0,7,7,0,1,1,38.35714286
42,1,2,43,1,2,34,1,3,36,1,3,34,1,2,33,1,2,34,1,2,0,16,16,0,7,7,0,1,1,38.14285714
38,1,2,44,1,2,34,1,3,40,1,3,50,1,2,45,1,2,42,1,2,0,16,16,0,7,7,0,1,1,38
42,1,2,31,1,2,35,1,3,36,1,3,37,1,2,36,1,2,45,1,2,0,16,16,0,7,7,0,1,1,37.5
44,1,2,39,1,2,42,1,3,33,1,3,49,1,2,38,1,2,44,1,2,0,16,16,0,7,7,0,1,1,42.71428571
39,1,2,45,1,2,44,1,3,31,2,3,48,1,2,32,1,2,35,1,2,1,16,16,0,7,7,0,1,1,36.07142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,38,1,2,46,1,3,38,1,3,45,1,2,38,1,2,42,1,2,0,16,16,0,7,7,0,1,1,36.78571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
41,1,2,37,1,2,31,1,3,31,1,3,34,1,2,41,1,2,32,1,2,0,16,16,0,7,7,0,1,1,33.71428571
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
48,1,2,33,1,2,32,1,3,42,1,3,46,1,2,35,1,2,34,1,2,0,16,16,0,7,7,0,1,1,36.33333333
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,37,1,2,36,1,3,38,2,3,46,1,2,43,1,2,43,1,2,1,16,16,0,7,7,0,1,1,37.42857143
45,1,2,46,1,2,45,1,3,40,1,3,50,1,2,40,1,2,31,1,2,0,16,16,0,7,7,0,1,1,40.14285714
36,1,2,36,1,2,31,1,3,31,1,3,36,1,2,41,1,2,30,1,2,0,16,16,0,7,7,0,1,1,36.78571429
37,1,2,47,1,2,32,1,3,30,2,3,36,1,2,33,2,2,36,1,2,2,16,16,0,7,7,0,1,1,36.35714286
44,1,2,43,1,2,43,1,3,37,2,3,36,1,2,33,1,2,31,1,2,1,16,16,0,7,7,0,1,1,36.14285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,2,50,1,2,46,1,3,38,1,3,32,1,2,31,1,2,30,1,2,0,16,16,0,7,7,0,1,1,37.21428571
40,1,2,35,1,2,46,1,3,40,1,3,46,1,2,38,1,2,46,1,2,0,16,16,0,7,7,0,1,1,44.57142857
44,1,2,34,1,2,40,1,3,37,1,3,50,1,2,36,1,2,38,1,2,0,16,16,0,7,7,0,1,1,40
47,1,2,0,0,2,0,0,3,25,1,3,0,0,2,0,0,2,0,0,2,0,16,2,14,2,1,6,2,3,0
0,0,2,0,0,2,0,0,3,25,4,3,30,1,2,0,1,2,0,0,2,1,16,2,14,3,1,6,2,3,31
30,1,2,40,1,2,35,1,3,35,2,3,47,1,2,41,1,2,42,3,2,2,16,16,0,7,7,0,2,3,36.14285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,2,42,1,2,32,1,3,34,1,3,47,1,2,39,1,2,41,2,2,1,16,16,0,7,7,0,1,1,35
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,42,1,2,45,1,3,40,1,3,50,1,2,46,1,2,39,1,2,0,16,16,0,7,7,0,1,1,39.35714286
37,1,2,39,1,2,46,1,3,37,1,3,35,1,2,40,1,2,37,1,2,0,16,16,0,7,7,0,1,1,36.42857143
44,1,2,32,1,2,32,1,3,37,1,3,46,1,2,33,1,2,35,1,2,0,16,16,0,7,7,0,1,1,35.35714286
44,1,2,32,1,2,43,1,3,36,1,3,36,1,2,40,1,2,34,1,2,0,16,16,0,7,7,0,1,1,38.5
40,1,2,40,1,2,47,1,3,30,1,3,47,1,2,34,1,2,38,1,2,0,16,16,0,7,7,0,1,1,39.78571429
43,1,2,35,1,2,45,1,3,33,1,3,36,1,2,39,1,2,31,2,2,1,16,16,0,7,7,0,1,1,38.35714286
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
43,1,2,42,1,2,47,1,3,39,1,3,48,1,2,38,1,2,45,1,2,0,16,16,0,7,7,0,1,1,40.78571429
41,1,2,39,1,2,35,1,3,41,1,3,33,1,2,34,1,2,31,1,2,0,16,16,0,7,7,0,1,1,35.5
44,1,2,37,1,2,47,1,3,35,1,3,47,1,2,40,1,2,39,1,2,0,16,16,0,7,7,0,1,1,39.64285714
40,1,2,46,1,2,43,1,3,41,1,3,50,1,2,40,1,2,38,1,2,0,16,16,0,7,7,0,1,1,40.14285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
41,1,2,38,1,2,42,1,3,46,1,3,45,1,2,33,1,2,35,1,2,0,16,16,0,7,7,0,1,1,40
42,1,2,42,1,2,38,1,3,37,1,3,40,1,2,32,1,2,36,2,2,1,16,16,0,7,7,0,1,1,36.57142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,2,40,1,2,44,1,3,37,1,3,41,1,2,31,1,2,38,1,2,0,16,16,0,7,7,0,1,1,39
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
47,1,2,45,1,2,35,1,3,36,1,3,46,1,2,32,1,2,37,1,2,0,16,16,0,7,7,0,1,1,37
46,1,2,44,1,2,42,1,3,38,1,3,45,1,2,36,1,2,36,1,2,0,16,16,0,7,7,0,1,1,38.28571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
48,1,2,40,1,2,45,1,3,30,1,3,45,1,2,33,1,2,40,2,2,1,16,16,0,7,7,0,1,1,38.85714286
30,1,2,42,1,2,30,1,3,32,1,3,47,1,2,40,1,2,38,1,2,0,16,16,0,7,7,0,1,1,36.57142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,42,1,2,46,1,3,32,1,3,47,1,2,41,1,2,37,1,2,0,16,16,0,7,7,0,1,1,37.57142857
44,1,2,39,1,2,30,1,3,31,1,3,45,1,2,35,1,2,32,2,2,1,16,16,0,7,7,0,1,1,35.71428571
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,43,1,2,35,1,3,30,1,3,47,1,2,39,1,2,42,1,2,0,16,16,0,7,7,0,1,1,36.78571429
34,1,2,48,1,2,39,1,3,30,1,3,47,1,2,33,1,2,30,1,2,0,16,16,0,7,7,0,1,1,34.92857143
40,1,2,45,1,2,47,1,3,30,1,3,48,1,2,36,1,2,45,1,2,0,16,16,0,7,7,0,1,1,41.28571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,2,45,1,2,39,1,3,37,1,3,50,1,2,32,1,2,38,1,2,0,16,16,0,7,7,0,1,1,37.85714286
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
31,1,2,45,1,2,45,1,3,31,1,3,30,1,2,37,1,2,36,1,2,0,16,16,0,7,7,0,1,1,36.85714286
41,1,2,30,1,2,47,1,3,39,1,3,47,1,2,40,1,2,32,1,2,0,16,16,0,7,7,0,1,1,36
41,1,2,43,1,2,44,1,3,33,1,3,47,1,2,40,1,2,37,1,2,0,16,16,0,7,7,0,1,1,35.14285714
40,1,2,45,1,2,45,1,3,35,1,3,45,1,2,37,1,2,44,1,2,0,16,16,0,7,7,0,1,1,38.28571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,41,1,2,33,1,3,32,1,3,45,1,2,30,3,2,34,3,2,2,16,16,0,7,7,0,2,3,30.85714286
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,38
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,42,1,2,35,1,3,31,1,3,48,1,2,34,1,2,38,2,2,1,16,16,0,7,7,0,1,1,35.35714286
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,2,38,1,2,30,1,3,35,3,3,36,1,2,37,1,2,33,1,2,1,16,16,0,7,7,0,2,3,34.57142857
42,1,2,30,1,2,35,1,3,36,1,3,41,1,2,30,1,2,39,1,2,0,16,16,0,7,7,0,1,1,33.07142857
34,1,2,46,1,2,37,1,3,30,1,3,41,1,2,35,3,2,39,2,2,2,16,16,0,7,7,0,2,3,38.42857143
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,43,1,2,42,1,3,42,1,3,44,1,2,30,1,2,42,1,2,0,16,16,0,7,7,0,1,1,37.64285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,2,30,1,2,36,1,3,35,1,3,40,1,2,35,2,2,33,3,2,2,16,16,0,7,7,0,2,3,35.57142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,44,1,2,45,1,3,33,1,3,50,1,2,31,1,2,42,1,2,0,16,16,0,7,7,0,1,1,38
37,1,2,43,1,2,46,1,3,37,1,3,47,1,2,39,1,2,30,1,2,0,16,16,0,7,7,0,1,1,34.42857143
42,1,2,39,1,2,38,1,3,37,1,3,40,1,2,40,1,2,38,1,2,0,16,16,0,7,7,0,1,1,36.57142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,39,1,2,40,1,3,33,1,3,42,1,2,32,1,2,34,1,2,0,16,16,0,7,7,0,1,1,35.14285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,44,1,2,47,1,3,44,2,3,48,1,2,39,1,2,40,1,2,1,16,16,0,7,7,0,1,1,42.78571429
35,1,2,34,1,2,42,1,3,32,1,3,36,1,2,38,2,2,36,1,2,1,16,16,0,7,7,0,1,1,37.64285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,39,1,2,47,1,3,44,1,3,50,1,2,37,1,2,35,1,2,0,16,16,0,7,7,0,1,1,38.5
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,2,45,1,2,47,1,3,41,1,3,50,1,2,39,1,2,45,1,2,0,16,16,0,7,7,0,1,1,41.35714286
40,1,2,38,1,2,42,1,3,38,1,3,33,1,2,37,1,2,30,1,2,0,16,16,0,7,7,0,1,1,37.64285714
40,1,2,39,1,2,47,1,3,38,1,3,48,1,2,37,1,2,40,1,2,0,16,16,0,7,7,0,1,1,38.57142857
35,1,2,38,1,2,42,1,3,34,1,3,48,1,2,35,1,2,34,1,2,0,16,16,0,7,7,0,1,1,36.57142857
35,1,2,44,1,2,44,1,3,40,1,3,36,1,2,41,1,2,36,1,2,0,16,16,0,7,7,0,1,1,36.14285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,35,1,2,0,0,3,30,1,3,20,1,2,34,2,2,14,2,2,2,16,9,7,6,4,3,2,3,31.4
42,1,2,44,1,2,45,1,3,39,1,3,45,1,2,43,1,2,34,1,2,0,16,16,0,7,7,0,1,1,43.28571429
30,1,2,40,2,2,36,1,3,35,1,3,30,1,2,38,1,2,35,3,2,2,16,16,0,7,7,0,2,3,35.92857143
36,1,2,37,1,2,47,1,3,39,1,3,38,1,2,40,1,2,30,1,2,0,16,16,0,7,7,0,1,1,39.35714286
30,1,2,43,1,2,31,2,3,38,1,3,50,1,2,39,1,2,37,1,2,1,16,16,0,7,7,0,1,1,34.07142857
38,1,2,45,1,2,35,1,3,42,1,3,47,1,2,36,1,2,37,2,2,1,16,16,0,7,7,0,1,1,37.5
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,41,1,2,43,1,3,33,1,3,47,1,2,38,1,2,43,2,2,1,16,16,0,7,7,0,1,1,37.21428571
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,2,40,1,2,43,1,3,45,1,3,50,1,2,36,1,2,36,1,2,0,16,16,0,7,7,0,1,1,36.71428571
38,1,2,33,1,2,0,0,3,29,2,3,37,1,2,21,1,2,1,1,2,1,16,6,10,6,3,4,2,3,34
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
46,1,2,45,1,2,44,1,3,40,1,3,43,1,2,39,1,2,41,1,2,0,16,16,0,7,7,0,1,1,41
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,2,32,1,2,45,1,3,44,1,3,50,1,2,42,1,2,30,1,2,0,16,16,0,7,7,0,1,1,40.64285714
46,1,2,44,1,2,48,1,3,45,1,3,50,1,2,43,1,2,46,1,2,0,16,16,0,7,7,0,1,1,47.07142857
42,1,2,34,1,2,30,1,3,32,3,3,30,1,2,39,1,2,30,2,2,2,16,16,0,7,7,0,2,3,39.21428571
44,1,2,46,1,2,46,1,3,49,1,3,50,1,2,44,1,2,44,1,2,0,16,16,0,7,7,0,1,1,45.57142857
44,1,2,44,1,2,44,1,3,42,1,3,47,1,2,43,1,2,46,1,2,0,16,16,0,7,7,0,1,1,46.71428571
45,1,2,41,1,2,40,1,3,32,1,3,50,1,2,38,1,2,37,1,2,0,16,16,0,7,7,0,1,1,39.85714286
40,1,2,45,1,2,45,1,3,37,1,3,49,1,2,44,1,2,39,1,2,0,16,16,0,7,7,0,1,1,39.07142857
39,1,2,36,1,2,43,1,3,43,1,3,41,1,2,30,1,2,42,1,2,0,16,16,0,7,7,0,1,1,38.5
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
32,1,2,41,2,2,36,1,3,40,2,3,35,1,2,36,1,2,39,2,2,3,16,16,0,7,7,0,1,1,40.71428571
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,34,1,2,32,2,3,36,1,3,39,1,2,36,1,2,31,1,2,1,16,16,0,7,7,0,1,1,34.14285714
41,1,2,30,1,2,31,1,3,36,1,3,43,1,2,38,1,2,43,1,2,0,16,16,0,7,7,0,1,1,36
40,1,2,43,1,2,40,1,3,37,1,3,47,1,2,38,1,2,33,1,2,0,16,16,0,7,7,0,1,1,38.92857143
42,1,2,34,1,2,38,1,3,37,1,3,50,1,2,38,1,2,30,1,2,0,16,16,0,7,7,0,1,1,38.14285714
41,1,2,38,1,2,37,1,3,31,1,3,42,1,2,34,1,2,33,1,2,0,16,16,0,7,7,0,1,1,36.57142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
47,1,2,44,1,2,40,1,3,40,1,3,50,1,2,40,1,2,30,1,2,0,16,16,0,7,7,0,1,1,37.14285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,38,1,2,46,1,3,36,1,3,43,1,2,43,1,2,44,1,2,0,16,16,0,7,7,0,1,1,39.71428571
