iter	RMSE
919	2.792053963
920	2.790138725
921	2.787118654
922	2.786607426
923	2.784734369
924	2.782558403
925	2.782409559
926	2.778527847
927	2.77648545
928	2.775572483
929	2.774331698
930	2.77426507
931	2.769921236
932	2.76676306
933	2.762890318
934	2.75951366
935	2.756913977
936	2.756235417
937	2.753300681
938	2.75324401
939	2.750963888
940	2.74653625
941	2.743452118
942	2.74341588
943	2.740697422
944	2.739060119
945	2.736947726
946	2.736016456
947	2.733267391
948	2.731933201
949	2.729396894
950	2.727617782
951	2.724864293
952	2.724827767
953	2.720448778
954	2.717538724
955	2.714952627
956	2.714497057
957	2.711627277
958	2.710442548
959	2.707956432
960	2.706114617
961	2.703500913
962	2.70055521
963	2.697296926
964	2.693836566
965	2.689831459
966	2.687107203
967	2.682982504
968	2.682476783
969	2.681005441
970	2.678731453
971	2.6764913
972	2.67478081
973	2.674000388
974	2.670532119
975	2.668051098
976	2.66414875
977	2.661220573
978	2.658084831
979	2.656916456
980	2.655275994
981	2.654249327
982	2.65254478
983	2.651067598
984	2.650568818
985	2.647085524
986	2.643471391
987	2.642315133
988	2.638216557
989	2.634588794
990	2.632571639
991	2.632048276
992	2.628592102
993	2.626417066
994	2.623366868
995	2.621896104
996	2.620550795
997	2.618631583
998	2.615218211
999	2.614735219
